art_work_id,art_work_url,art_work_url_locale,art_work_preview,artwork_desc,price,original_price,flexible_price,seo_prefix,seo_suffix,type,custom_banner_img,custom_banner_href,custom_banner_text,video_sprite,price_numeric,original_price_numeric,no_index,item_option,device_short_desc,product_short_desc,category_display_name,item_type_description,device_short_name,custom_image_artwork_id,artwork_disallow_discount,price_usd,artwork_status,product_suffix,product_type_id,artwork_meta,device_type_id,availability,color_options,full_color_options_count,_score,tags.productMeta.dlp_print_highlight_key,tags.productMeta.dlp_customizer_highlight_key,tags.isColabArtwork,tags.Customizable,tags.ArtworkGroup,tags.promotionArtwork,tags.isArtist,tags.artistName,tags.artistUrl,tags.isInfluencer,tags.isBfcmWhitelist,tags.productMeta
28032343,/product/moon-caravan-toile-by-phannapast/iphone-15-pro-max/impact-ring-stand-case-magsafe-compatible#/16005988,/product/moon-caravan-toile-by-phannapast/iphone-15-pro-max/impact-ring-stand-case-magsafe-compatible#/16005988,https://cdn-image02.casetify.com/usr/27030/24717030/~v284/28032343_iphone-15-pro-max__color_natural-titanium_16005988.png.350x350-r.m80.webp,Moon Caravan Toile by Phannapast,$82,,,iPhone 15 Pro Max,,artwork,,,,,82,,True,16005988,iPhone 15 Pro Max,Impact Ring Stand Case MagSafe Compatible,iPhone,Black,iphone-15-pro-max,,False,82,N,Case,1317,,1062,A,"[16005988, 16006737, 16006739, 16006741]",4,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,False,,False,True,Phannapast,/artist/phannapast,False,False,
12332179,/product/Pkefu_clouds/iphone-15-pro-max/magsafe-compatible-impact-case#/16005983,/product/Pkefu_clouds/iphone-15-pro-max/magsafe-compatible-impact-case#/16005983,https://cdn-image02.casetify.com/usr/16571/16546571/~v11482/12332179_iphone-15-pro-max__color_natural-titanium_16005983.png.350x350-r.m80.webp,Clouds,$72,,,iPhone 15 Pro Max,,artwork,,,,,72,,True,16005983,iPhone 15 Pro Max,Impact Case MagSafe Compatible,iPhone,Matte Black,iphone-15-pro-max,,False,72,N,Case,1204,,1062,A,"[16005982, 16005983, 16005984, 16006196, 16006878]",5,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,False,Clouds,False,False,,,False,False,
30272438,/product/cherries-case/iphone-15-pro-max/magsafe-compatible-impact-case#/16005982,/product/cherries-case/iphone-15-pro-max/magsafe-compatible-impact-case#/16005982,https://cdn-image02.casetify.com/usr/16571/16546571/~v182/30272438_iphone-15-pro-max__color_natural-titanium_16005982.png.350x350-r.m80.webp,Cherries,$72,,,iPhone 15 Pro Max,,artwork,,,,,72,,True,16005982,iPhone 15 Pro Max,Impact Case MagSafe Compatible,iPhone,Black,iphone-15-pro-max,,False,72,N,Case,1204,,1062,A,"[16005982, 16005983, 16005984, 16006196, 16006878]",5,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,False,,False,False,,,False,False,
26371365,/product/zebra-stripe/iphone-15-pro-max/recasetify-impact-case#/16005972,/product/zebra-stripe/iphone-15-pro-max/recasetify-impact-case#/16005972,https://cdn-image02.casetify.com/usr/16571/16546571/~v3882/26371365_iphone-15-pro-max__color_natural-titanium_16005972.png.350x350-r.m80.webp,Zebra Stripe,$68,,,iPhone 15 Pro Max,,artwork,,,,,68,,True,16005972,iPhone 15 Pro Max,Impact Case,iPhone,Classic Blue,iphone-15-pro-max,,False,68,N,Case,1203,,1062,A,"[16005970, 16005971, 16005972, 16006192, 16006874]",5,,DLP_HIGHLIGHT_RECASETiFY,DLP_HIGHLIGHT_RECASETiFY,False,False,,False,False,,,False,False,
32044929,/product/vintage-collage-case-atwgp1/iphone-15-pro-max/clear-case#/16006058,/product/vintage-collage-case-atwgp1/iphone-15-pro-max/clear-case#/16006058,https://cdn-image02.casetify.com/usr/4787/34787/~v184/32044929_iphone-15-pro-max__color_natural-titanium_16006058.png.350x350-r.m80.webp,Vintage Collage Case,$72,,,iPhone 15 Pro Max,,artwork,,,,,72,,True,16006058,iPhone 15 Pro Max,Clear Case MagSafe Compatible,iPhone,Clear,iphone-15-pro-max,,True,72,N,Case,1181,,1062,A,[16006058],1,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,True,False,Vintage Collage Case,False,False,,,False,False,
32706040,/product/deadpool-mask-case/iphone-15-pro-max/mirror-case-with-magsafe#/16006008,/product/deadpool-mask-case/iphone-15-pro-max/mirror-case-with-magsafe#/16006008,https://cdn-image02.casetify.com/usr/4787/34787/~v283/32706040_iphone-15-pro-max__color_natural-titanium_16006008.png.350x350-r.m80.webp,Deadpool Mask Case,$72,,,iPhone 15 Pro Max MagSafe Mirror,,artwork,,,,,72,,True,16006008,iPhone 15 Pro Max,Mirror Case MagSafe Compatible,iPhone,Silver on Silver,iphone-15-pro-max,,True,72,N,Case,1087,,1062,A,"[16006006, 16006008]",2,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,True,False,,False,False,,,False,False,
32528507,/product/sonny-angel-harvest-medley/iphone-15-pro-max/bounce-case#/16006965,/product/sonny-angel-harvest-medley/iphone-15-pro-max/bounce-case#/16006965,https://cdn-image02.casetify.com/usr/4787/34787/~v18/32528507_iphone-15-pro-max__color_natural-titanium_16006965.png.350x350-r.m80.webp,Sonny Angel Harvest Medley,$82,,,iPhone 15 Pro Max,,artwork,,,,,82,,True,16006965,iPhone 15 Pro Max,Bounce Case MagSafe Compatible,iPhone,Matte Purple,iphone-15-pro-max,,True,82,N,Case,1154,,1062,A,"[16005992, 16006200, 16006965, 16006969]",4,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,True,False,Sonny Angel Harvest Medley,False,False,,,False,False,
30701537,/product/phone-case-customization/iphone-15-pro-max/impact-ring-stand-case-magsafe-compatible#/16006739,/product/phone-case-customization/iphone-15-pro-max/impact-ring-stand-case-magsafe-compatible#/16006739,https://cdn-image02.casetify.com/usr/15190/38655190/~v18/30701537_iphone-15-pro-max__color_natural-titanium_16006739.png.350x350-r.m80.webp,Custom Phone Case,$82,,,iPhone 15 Pro Max,,artwork,,,,,82,,True,16006739,iPhone 15 Pro Max,Impact Ring Stand Case MagSafe Compatible,iPhone,Cotton Candy,iphone-15-pro-max,,False,82,N,Case,1317,,1062,A,"[16005988, 16006737, 16006739, 16006741]",4,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,True,,False,False,,,False,False,
30703676,/product/phone-case-customization/iphone-15-pro-max/recasetify-impact-case#/16005972,/product/phone-case-customization/iphone-15-pro-max/recasetify-impact-case#/16005972,https://cdn-image02.casetify.com/usr/20520/38660520/~v182/30703676_iphone-15-pro-max__color_natural-titanium_16005972.png.350x350-r.m80.webp,Custom Phone Case,$68,,,iPhone 15 Pro Max,,artwork,,,,,68,,True,16005972,iPhone 15 Pro Max,Impact Case,iPhone,Classic Blue,iphone-15-pro-max,,False,68,N,Case,1203,,1062,A,"[16005970, 16005971, 16005972, 16006192, 16006874]",5,,DLP_HIGHLIGHT_RECASETiFY,DLP_HIGHLIGHT_RECASETiFY,False,True,,False,False,,,False,False,
31309892,/product/the-stick-it-case#16006603,/product/the-stick-it-case#16006603,https://cdn-image02.casetify.com/img-proxy/png/0/0/350x/cdn-stamplib.casetify.com/cms/image/a1addd496424ba8b6b6eaddddde56924.png,The Stick-It Case - White - iPhone 15 Pro Max ,$58,,,iPhone 15 Pro Max,,artwork,,,,,58,,True,16006603,iPhone 15 Pro Max,The Stick-It Case,iPhone,White,iphone-15-pro-max,,False,58,S,Case,1367,,1062,A,"[16006602, 16006603]",2,,,,False,False,,False,False,,,False,False,[]
32536767,/product/ripple-case#16007390,/product/ripple-case#16007390,https://cdn-image02.casetify.com/img-proxy/png/0/0/350x/cdn-stamplib.casetify.com/cms/image/b1a3830e4bad47a11eb7510162018fbc.png,Ripple Case - Sky Blue - iPhone 15 Pro Max,$62,,,iPhone 15 Pro Max,,artwork,,,,,62,,True,16007390,iPhone 15 Pro Max,Ripple Case,iPhone,Sky Blue,iphone-15-pro-max,,True,62,S,Case,1329,,1062,A,"[16006163, 16006164, 16006486, 16006488, 16006532, 16006984, 16006986, 16007389, 16007390]",9,,DLP_HIGHLIGHT_MAGSAFE,,False,False,,False,False,,,False,False,
30680155,/product/phone-case-customization/iphone-15-pro-max/16005982?color=white#/16005982,/product/phone-case-customization/iphone-15-pro-max/16005982?color=white#/16005982,https://cdn-image02.casetify.com/usr/22110/38602110/~v282/30680155_iphone-15-pro-max__color_natural-titanium_16005982.png.350x350-r.m80.webp,Custom Phone Case,$72,,,iPhone 15 Pro Max,,artwork,,,,,72,,True,16005982,iPhone 15 Pro Max,Impact Case MagSafe Compatible,iPhone,Black,iphone-15-pro-max,,False,72,N,Case,1204,,1062,A,"[16005982, 16005983, 16005984, 16006196, 16006878]",5,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,True,,False,False,,,False,False,
6192313,/product/small-blue-flowers/iphone-15-pro-max/clear-case#/16006058,/product/small-blue-flowers/iphone-15-pro-max/clear-case#/16006058,https://cdn-image02.casetify.com/usr/21604/2781604/~v8484/6192313_iphone-15-pro-max__color_natural-titanium_16006058.png.350x350-r.m80.webp,Small blue flowers,$72,,,iPhone 15 Pro Max,,artwork,,,,,72,,True,16006058,iPhone 15 Pro Max,Clear Case MagSafe Compatible,iPhone,Clear,iphone-15-pro-max,,False,72,N,Case,1181,,1062,A,"[16006058, 16006589]",2,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,False,,False,True,Artiisan,/artist/artiisan,False,False,
5344976,/product/nantucket-blue-hydrangeas/iphone-15-pro-max/ultra-bounce-case-magsafe-compatible#/16005996,/product/nantucket-blue-hydrangeas/iphone-15-pro-max/ultra-bounce-case-magsafe-compatible#/16005996,https://cdn-image02.casetify.com/usr/29073/1469073/~v8283/5344976_iphone-15-pro-max__color_natural-titanium_16005996.png.350x350-r.m80.webp,Nantucket Blue Hydrangeas,$112,,,iPhone 15 Pro Max,,artwork,,,,,112,,True,16005996,iPhone 15 Pro Max,Ultra Bounce Case MagSafe Compatible,iPhone,Black,iphone-15-pro-max,,False,112,N,Case,1318,,1062,A,[16005996],1,,DLP_HIGHLIGHT_MAGSAFE,DLP_HIGHLIGHT_MAGSAFE,False,False,,False,True,Ann Marie Coolick,/artist/ann-marie-coolick,False,False,
